avg_temp,min_temp,max_temp,wind_speed,air_pressure,elevation,rainfall,PM2.5,rainfall_flood,water_level,elevation_flood,flood_occurred,risk
11.6,7.7,15.6,2.8,1012.7,2652,1.5,61.39,242.1398486135021,0.1010060231037179,245.4120118371098,0,0
12.9,8.2,16.9,3,1012.5,2652,2.7,60.76,136.8898925371668,3.114097789395127,4293.083953020867,0,0
12.5,8.6,16.5,3,1012,2652,5.9,57.65,254.0176226369583,9.898085773077344,6562.512316076584,0,0
11.7,7.4,16.4,2.7,1016.8,2652,2.7,56.86,296.6315942085381,7.264910332929944,8519.184991007178,0,0
12,7.7,16.2,2.7,1014.7,2652,6,59.57,21.6079997191009,7.175885638250628,7466.682876760712,0,0
14,10.4,18.8,3,1018.2,2652,1.4,61,13.62304682511111,7.61083390331761,7905.708845839845,1,1
13.1,9.1,16.6,3.5,1017.2,2652,4.1,61.78,44.87691087400854,6.201133833419443,2111.687992012616,0,0
12.6,7.6,15.8,2.5,1012.9,2652,4.6,67.66,115.3109027203039,5.858586571750079,1374.324603931567,0,0
12.2,7.8,16.4,2.8,1015.6,2652,5.1,65.88,39.31266274362972,4.536192553624145,2192.373101786153,1,1
13.7,9.6,18.2,1.9,1018.6,2652,0.3,59.62,261.1993432856268,4.43933993669687,1226.151179389978,0,0
15.1,10.7,19,2.7,1017.4,2652,0.2,57.26,6.943875308119141,8.708484554371987,7064.984872201938,0,0
16.5,11.7,21,2.9,1017.1,2652,0.7,56.1,94.73781490074676,3.934562616967805,7990.125003425624,1,1
16.1,1.9,22.4,2.6,1013.2,2652,0.2,54.43,55.4083888482616,8.402917840677217,2719.362248363703,1,1
15.5,11.4,19.8,3.3,1008.9,2652,2.9,53.51,279.4617990472597,8.377344256249371,7759.042866645018,0,0
14.2,10.5,18,2.6,1010.1,2652,9.4,56.65,200.8443014670084,7.708981993415111,486.9512740460657,0,0
13.2,9.2,16.6,2.6,1013.5,2652,13.9,63.89,273.6090769354124,0.3764239986344619,5993.25066262126,0,0
13.8,10,18,2.7,1017.6,2652,8.2,65.92,291.698613093118,1.479722444036198,4667.259921157968,0,0
14.4,11.2,18.5,2.4,1018.5,2652,4.3,73.44,149.1294731032108,3.14705142186515,2448.624679643834,1,1
14.9,10.9,19,2.2,1017.8,2652,6.4,73.28,70.29573241440788,8.475333422594817,6797.043291581036,0,0
14.4,9.7,18.3,2.7,1014.2,2652,9.2,74.48,58.11863585897679,8.732593813561659,1876.194346240652,0,0
16.9,13,20.6,3.3,1013.5,2652,0.9,72.05,66.87565850575216,0.4155729435549216,3682.090664759016,1,1
18,13.6,22.4,3.7,1014.5,2652,0.7,66.64,212.5779922866009,3.247245531285988,6280.835405572869,0,0
17.7,13.9,21.2,3.4,1015.2,2652,3.9,64.07,12.13371843690022,8.503842046380706,2992.650025143196,0,0
17.6,14.4,20.6,2.9,1013.7,2652,6.5,64.8,15.40832190981446,2.496932490352383,7568.226922097894,0,0
15.6,12.2,17.9,2.7,1017.6,2652,27.5,60.88,182.442882714945,9.76003306597132,7657.29819013953,0,0
14.8,12.2,18,1.6,1016.7,2652,1.3,57.74,192.617144021222,4.893037665760273,1791.989153753515,1,1
14.1,11.7,16.6,2.3,1017.2,2652,4.7,55.98,199.578877296738,9.3731268939841,3896.570619708622,1,1
15.7,10.9,19.7,2.9,1017.9,2652,1.3,57.07,111.5641513765774,4.28826394365263,3822.447867827957,1,1
17.3,13.6,21.2,3.5,1017.2,2652,1.2,60.76,241.783466614246,3.237989270876299,3628.07935714144,1,1
19,14.4,23.2,4.1,1016.3,2652,0.7,64.55,160.0873763179853,3.624101752088528,4441.449478672193,1,1
19.7,14.9,23.6,3.8,1009.7,2652,1.1,68.56,31.63968900282584,8.843005825306731,657.9931470273467,1,1
17.3,15.6,20.4,2.8,1006.3,2652,16.8,71.34,239.1297921202036,3.306893862883327,7698.202358716917,0,0
14.8,13,17.6,2,1005.9,2652,40.3,67.7,285.9203358811375,6.693462214597103,2565.165958868329,0,0
14.2,11.1,17.6,1.5,1005.4,2652,2.3,64.86,18.0108939007076,4.698426821245846,16.03605727932769,1,1
14.1,9.8,18.5,2.4,1006.3,2652,0.8,58.84,117.405401610174,9.416711887268477,6061.799596255407,0,0
16.1,12.6,19.3,2.7,1011.2,2652,3.1,58.43,146.2548134504243,1.59363472071141,5755.376997116212,1,1
18,15.4,21.2,2.8,1014,2652,5.7,58.24,43.94122802349509,4.286568301018422,8699.019262991957,1,1
19,14.7,22.2,3.9,1013.1,2652,1.4,54.32,260.3126843348631,1.246338119031219,6363.899353077076,1,1
19.7,16.5,22.8,3.3,1009.5,2652,1.2,53.7,85.2448934670132,5.781393419601892,2943.78364496675,0,0
20,17.4,23.3,2.6,1004,2652,7,61.57,234.902561981448,4.028991913380774,8428.760098312321,0,0
17.4,15.6,19.7,1.9,1004.6,2652,41.3,66.22,201.2983446084948,0.6093723248441663,3232.579631873433,0,0
16.7,14.8,19.5,2.3,1007,2652,15.9,72.58,179.413746740107,8.498381097667531,7266.372980910422,0,0
16.2,14.5,18.4,2,1010.5,2652,22.8,77.51,57.64285460896632,3.755147828664389,2970.044164681404,0,0
16,13.7,19.3,2.6,1012.8,2652,21.2,76.84,66.21105616527171,4.936307409504639,430.9711577612856,0,0
15.9,13.8,19,1.8,1009.2,2652,7.5,72.82,14.2045214239708,4.075133354835784,6492.528450078049,1,1
15.5,12,18.6,2.4,1010.5,2652,7.4,70.57,72.2137289346799,4.886526784499662,3098.666315292507,0,0
15.9,12,19.2,2.5,1012.4,2652,3.9,69.33,103.6330828381542,0.1632519766810081,2998.478361064208,0,0
15.5,12.7,18.3,2.2,1013.1,2652,6.4,65.91,249.9435911587276,8.15459529307975,6333.855194514794,1,1
15.5,12.2,18.6,2.3,1011.9,2652,2.2,63.39,109.9178000144416,3.323080119461437,2849.390994747889,1,1
15.2,11.4,18.7,2.2,1012.4,2652,1.5,59.32,226.3865348296819,7.244617644261435,1044.176406876841,0,0
15.4,11.8,19.5,2.4,1014.1,2652,0.3,59.52,131.8326843886463,0.6488679538113173,3579.106708860797,0,0
15.2,11.1,18.4,2.5,1017.5,2652,1.2,60.17,235.4604935981665,5.238252524980913,7289.372061928078,1,1
15,11.7,18,2.6,1017.8,2652,4.8,60.32,292.881480131112,9.087919720707374,1152.04930988116,1,1
15.5,11.7,19,3.8,1014.5,2652,7.1,67.96,71.95246741727404,3.982480355036875,4906.045903958429,1,1
15.6,11.6,19.3,2.9,1011.4,2652,6.7,68.4,258.7024835891629,1.972590100840306,1170.23023281398,0,0
16.2,11.6,19.6,2.8,1017.7,2652,1.7,63.64,186.5472258917324,0.9908115711509724,435.1698429925344,0,0
16.1,12.8,19.4,2.6,1011.2,2652,9.8,60.2,245.1882784765965,8.590879634880926,3350.82408535371,0,0
14.1,10.7,17.8,3,1010.1,2652,3.1,55.73,195.4757706803416,2.388062273596174,5820.951582890183,1,1
11.9,10,13.9,2.1,1012.3,2652,5.5,52.91,127.184852182245,9.750711114986512,2433.087924120639,1,1
13.2,9.7,17.1,2.5,1018.9,2652,1,51.98,68.4224818325371,2.478227833279077,3943.829195180671,1,1
14.5,9.2,18.7,3.4,1019.2,2652,0.2,52.84,21.01056759934951,4.809909957427998,4347.29602212715,0,0
15.1,11.2,18.6,2.7,1015.5,2652,2.5,52.02,160.6555093382151,4.579941317991669,7443.736409313097,1,1
15.1,11.1,18.4,2.6,1014.9,2652,1.8,55.09,297.0978283580597,0.620096193665074,7246.328035970549,1,1
15.2,10.7,20,2.7,1018.3,2652,1.9,60.91,221.4125415042619,5.318394198174479,20.76811276096046,1,1
15.4,12.1,18.7,2.9,1018.2,2652,2.7,69.95,98.20366241970498,6.72640979688537,3662.35526085121,1,1
15.4,13.1,18.6,2.9,1017.7,2652,1,76.67,248.1614400260206,7.421356632912185,5805.093450782255,1,1
16.2,12.8,20.4,2.5,1016.6,2652,5.4,75.66,230.695200052922,5.225917563109292,7542.001317128985,0,0
16.5,12.7,20.6,2.8,1014.6,2652,1.5,74.38,84.49073800603703,8.125851651213527,432.6475867958309,1,1
15.8,11.2,20,2.9,1011.1,2652,1.3,73.18,4.292246938270406,7.520975018439174,5558.741121299789,1,1
